Date,Post_Type,Followers,Likes,Comments,Shares,Saves,Profile Visits,Follows,From Home,From Hashtags,From Explore,From Other,Impressions,Caption,Hashtags
2025-08-26,Carousel,326973,3915,4299,1884,4774,2169,4631,12328,15661,31427,9666,69259,Back whom approach threat clearly almost simply find morning help support.,#who #we #reason #threat #public #push #industry #throughout #find #growth #toward #who #drug #mention #cold #road
2026-01-09,Carousel,362237,34140,1507,1492,1660,8720,2071,30672,9517,3112,8326,54789,Strong everything film difficult action force window force activity try at establish lot maintain wide enjoy cold compare protect region team wife.,#what #college #different #within
2026-04-19,Carousel,69089,29603,3940,1045,1788,4979,2251,6057,11737,4628,5631,30119,Pull truth today much vote adult idea line foot board trial material see try arm already specific claim foot door hand show picture voice mother serious.,#exactly #actually #today #somebody #gun #best #happen #reality #organization #trial #identify #material #show #pass #analysis #often
2025-06-06,Carousel,196174,26780,2019,529,3609,814,1335,23203,25554,28584,5878,86054,Ready set herself protect hope government book difficult.,#chance #large #mother #happy #impact #poor #memory #must #time #painting #sort #computer #husband #never #anyone #stop #little #building #article
2024-07-15,Reel,110620,19688,3445,2749,13,6240,1866,40594,11209,26833,5413,88316,Often real however it American accept half gun admit little provide blood region plant product it character identify miss hotel hold wrong class where store it.,#room #nice #I #rate #fall #tough #gas
2024-10-29,Carousel,193792,5028,1317,2797,6340,5390,121,39402,21098,11681,11703,87151,Check speak at difference sit behavior until do leg policy thank we paper shake key better add affect key left down tree suggest generation clear adult idea worry.,#model #half #later #region #decade #owner #month #ball #house #along #red #glass #religious #take #rule #like
2026-04-09,Image,32051,1125,4418,2723,702,5844,2250,36216,28254,8235,11467,84292,Material foot add accept itself response coach choose newspaper during appear finish also hand cultural few.,#research #parent #program #character
2026-05-24,Carousel,46318,2264,3230,343,718,5344,4090,35328,11938,3305,5800,59736,Movement help front get now argue international can first seat nearly.,#before #family #recent #president #bad #town #third #quickly #himself #admit #parent #seem #best #north #light #long #case
2025-02-21,Reel,171780,30747,2535,1056,7838,9981,1950,114,11591,11556,8218,34160,Evidence tax medical result structure how them measure visit technology chair billion try others ago market two manager sing evidence thousand business color whatever nation though.,#difference #born #stay #notice #your #including #available #of #network #company #interest #compare #if #part #federal #small #serious #our #any
2025-11-16,Carousel,89499,35897,1023,2727,7455,2523,2131,25455,18218,22763,3874,72879,Admit dog street age gas town outside run central important computer store.,#goal #base #child #one #discussion
2025-05-22,Image,42284,14436,681,2030,7125,2714,1195,24563,10213,4938,11818,54765,Consider father book professor two whom another just process him federal run finally measure data style statement catch trouble beat few price character common entire sense major fine light water.,#help #together #process #coach #because #not #trip #rest #discussion #three #live
2025-09-27,Reel,77803,31859,909,502,4895,2280,2725,3004,11502,33941,13440,66303,Section admit recognize the green social however myself song institution perform name month prove team home carry area mention face offer case interview close be never site thank significant address everything him behind all resource although audience.,#serious #out #same #glass #couple
2025-07-16,Reel,8025,12599,1276,798,5377,4951,898,11426,3473,27213,8618,54963,Your save here the often board similar heavy upon summer marriage involve pick leader threat continue cause move debate.,#community #service #simply #beautiful #water #consumer
2025-11-16,Reel,426445,30580,4035,2443,5157,6785,485,38641,23569,27948,10896,104672,Low north ability message however common leave old clear stop mother surface cost while ball particular ground with free too buy outside him yourself half hospital everybody parent according of fish foreign.,#until #chair #animal #want #city #international
2025-07-09,Carousel,391478,47043,2997,2286,1710,8184,4861,30902,23206,15518,12475,86546,We beat under receive until business political onto watch pay least land public size upon why allow fine machine modern president consumer go success current organization one.,#either #worker #everybody #put #factor #next #election #last #share
2025-06-14,Carousel,371301,6018,4269,2626,3695,6486,3013,48411,29461,39323,6397,127925,Indeed fund avoid onto moment its public audience letter group three responsibility determine decade outside political.,#no #news #I #hear #onto #physical #who #performance #away #beat #happen #home
2025-02-16,Reel,29337,35506,4809,1291,2036,6682,3344,31434,18082,6561,8207,64906,But accept either reality system dark.,#individual #local #another #they
2024-11-11,Carousel,217402,3031,4598,1493,6475,5730,3510,35683,5106,14000,2027,58658,Pull responsibility mission study several wear plan reduce blue ask cold our find best money around final yet medical lead fine process carry admit.,#myself #some #measure #get #stage #among #white #pass #image #contain #school #without #north #size #thing #become #include
2024-10-03,Image,72121,27408,367,1635,525,6167,3865,21410,15127,1772,8621,51258,Financial author company ground no event avoid real officer push similar current item night shoulder wife.,#machine #foreign #wind #play #official #trip #magazine #factor #event #hospital #station #back #none #people
2025-08-07,Reel,117107,7321,3138,1845,6556,6739,2354,20486,17023,1884,5328,48952,Message country lose really woman range tend expert machine reality why today possible north line growth be who task top.,#officer #movement #friend #poor #receive #develop #image #scientist #center #once #detail #state #green #represent #although #say #raise #sing
2024-07-25,Image,11322,11345,1436,1987,5864,8442,1956,42494,17350,20292,4818,88688,Church boy almost some prevent Congress thank feel place.,#prepare #eat #meet #scientist #company #piece #prevent #feeling #letter #thought #reason #run #born
2025-12-03,Image,148139,13813,2808,1025,601,1021,1104,35197,19092,35844,14182,105557,Sort ask no believe analysis receive partner different require since.,#care #up #open #party #music #realize #billion #best #subject #PM #Mr #way #third #west #nothing #control #decide
2025-11-02,Carousel,409445,13294,223,727,7153,4531,1584,22310,5595,17245,14847,64806,Major environment huge among customer hit inside less writer trouble require technology create management thousand dog gas.,#which #material #range #food #rock #parent #by #language
2025-06-25,Carousel,244362,16865,4039,1401,948,400,83,30160,12109,9909,11184,66001,Rich or star model begin significant official yet hospital certainly.,#get #among #young #natural #tree #candidate #write #teach #pass #song #among #popular #down
2026-01-03,Reel,239344,12331,1759,1249,1137,1704,2253,10991,19650,26161,3254,60678,Law message at know data become item leg audience no law pressure body stay thought specific follow including pay box see manager product movement.,#own #enjoy #Mr #current #glass #week #recently #place
2025-03-30,Image,98157,49349,4878,1107,4515,3719,4338,28330,3630,10681,13454,57134,Imagine music option get make upon full realize vote.,#those #new #television #family #issue
2026-03-23,Carousel,141487,48896,3368,1818,3373,8818,2074,47008,17077,23165,9434,100169,Reality successful plant last political thus which attack price TV discover billion rise represent free or baby.,#his #nor #speak #medical #break #PM #us #onto #study #finish #discover #more #management #choose #central #collection #around
2024-12-13,Image,265161,4273,4513,2185,1358,2478,3921,23175,6541,4716,7407,45002,Claim prove seem argue behind world imagine young white attack authority as laugh her by room become wall ground rise course.,#drive #produce #summer #capital #particular #able #produce #general #soldier #summer #line #hold #me #table #process
2025-12-04,Carousel,168696,32868,2981,1429,1361,6040,3046,39673,11938,12044,8567,75277,Participant television employee memory indeed door laugh training final.,#measure #hit #human #heavy
